Name,Title,Price,Availability,Description,Size,Dispatch
Joao Felix,Joao Felix Official UEFA EURO 2024 Signed Red Adidas Speedflow+ X .4 Boot In Acrylic Case,£499.99,In stock,"This superb red Adidas football boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on April 29th, 2022. The boot comes with an official UEFA EURO 2024 Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Joao Felix,Joao Felix Signed Silver Adidas Copa 19 Boot In Acrylic Case,£249.99,In stock,"This brilliant silver Adidas Copa 19 boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on February 21st, 2020. The boot comes with an official Icons.com Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item. Attached to the boot is a tamper-proof Icons.com hologram, which carries a unique numeric code corresponding to a hologram on your COA, so you can be sure your autographed boot is 100% authentic.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Joao Felix,Joao Felix Official FIFA World Cup Signed Silver Adidas Copa 19 Boot In Acrylic Case,£499.99,In stock,"This brilliant silver Adidas Copa 19 boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on February 21st, 2020. The boot comes with an official FIFA World Cup Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item. Attached to the boot is a tamper-proof Icons.com hologram, which carries a unique numeric code corresponding to a hologram on your COA, so you can be sure your autographed boot is 100% authentic.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Joao Felix,Joao Felix Official UEFA Champions League Signed Silver Adidas Copa 19 Boot In Acrylic Case,£299.99,In stock,"This brilliant silver Adidas Copa 19 boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on February 21st, 2020. The boot comes with an official UEFA Champions League Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Joao Felix,Joao Felix Signed Silver Adidas Copa 19 Boot In Bubble Frame: Option 1,£349.99,In stock,"This brilliant silver Adidas Copa 19 boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on February 21st, 2020. The boot comes with an official Icons.com Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item. Attached to the boot is a tamper-proof Icons.com hologram, which carries a unique numeric code corresponding to a hologram on your COA, so you can be sure your autographed boot is 100% authentic. This boot is presented in our own unique bubble boot framing featuring two action photos and descriptive plaque all encompassed within a sleek black frame moulding, contrasting shimmering silver inlay and luxurious double mount board.",,
Joao Felix,Joao Felix Signed Silver Adidas Copa 19 Boot In Deluxe Packaging,£234.99,In stock,"This brilliant silver Adidas Copa 19 boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on February 21st, 2020. The boot comes with an official Icons.com Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item. Attached to the boot is a tamper-proof Icons.com hologram, which carries a unique numeric code corresponding to a hologram on your COA, so you can be sure your autographed boot is 100% authentic. This boot is presented in our deluxe Icons.com packaging - perfect for gifts.",Approximate size: 340mm (W) x 220mm (H) x 110mm (D),Dispatch time: Usually dispatched within 2-3 working days
Joao Felix,Joao Felix Official UEFA Europa League Signed Silver Adidas Copa 19 Boot In Acrylic Case,£299.99,In stock,"This brilliant silver Adidas Copa 19 boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on February 21st, 2020. The boot comes with an official UEFA Europa League Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Joao Felix,Joao Felix Official UEFA EURO 2024 Signed Silver Adidas Copa 19 Boot In Acrylic Case,£499.99,In stock,"This brilliant silver Adidas Copa 19 boot was personally signed by prodigious attacking midfielder Joao Felix during a private signing session organised and conducted by Icons in Madrid on February 21st, 2020. The boot comes with an official UEFA EURO 2024 Certificate of Authenticity (COA), which details when and where the boot was signed, as well providing photographic evidence of Felix with the signed item.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Ansu Fati,Ansu Fati Signed Nike Mercurial Vapor XIV Elite Boot,£349.99,Out of stock,"This high-end Nike Mercurial Vapor XIV boot was personally signed by FC Barcelona and Spain star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The boot comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Ansu Fati,Ansu Fati Signed Nike Mercurial Vapor XIV Elite Boot In Acrylic Case,£399.99,Out of stock,"This high-end Nike Mercurial Vapor XIV boot was personally signed by FC Barcelona and Spain star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The boot comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Ansu Fati,Ansu Fati Official UEFA Champions League Signed Nike Mercurial Vapor XIV Elite Boot In Acrylic Case,£449.99,Out of stock,"This high-end Nike Mercurial Vapor XIV boot was personally signed by FC Barcelona and Spain star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The boot comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Ansu Fati,Cesar Azpilicueta & Ansu Fati Signed Spain Shirts In Official FIFA World Cup Dual Frame,"£1,999.99",Out of stock,"This stunning official FIFA World Cup dual frame displays two signed Spain shirts side by side: one signed by Cesar Azpilicueta and the other by Ansu Fati. Every frame comes with an official FIFA World Cup Certificate of Authenticity for each shirt which serves as your proof that these two signed items are 100% genuine. A spectacular homage to two great icons, this official FIFA World Cup Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Usually dispatched within 8-10 working days
Ansu Fati,Ansu Fati & Pedri Signed Spain Shirts In Official FIFA World Cup Dual Frame,"£1,999.99",Out of stock,"This stunning official FIFA World Cup dual frame displays two signed Spain shirts side by side: one signed by Pedri and the other by Ansu Fati. Every frame comes with an official FIFA World Cup Certificate of Authenticity for each shirt which serves as your proof that these two signed items are 100% genuine. A spectacular homage to two great icons, this official FIFA World Cup Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Usually dispatched within 8-10 working days
Ansu Fati,FC Barcelona Squad Signed & Unsigned 'Campions 27' Shirts In Official FC Barcelona Dual Frame,"£2,499.99",Out of stock,"This stunning dual frame displays two shirts side by side: one signed by over 20 of the 2022-23 FC Barcelona squad and another displaying the name and number 'Campions 27'.
The signed shirt features the autographs of over 20 members of the 2022-23 squad, including Pedri, Robert Lewandowski, Sergio Busquets, Ronald Araujo, Frankie De Jong, Ansu Fati, Raphina, Osumanne Dembele and Marc-Andre Ter Stegen.
Each framed shirt comes with an official FC Barcelona Certificate of Authenticity, which serves as your proof that the signatures are 100% genuine. A spectacular homage to FC Barcelona's title triumph, buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Ansu Fati,Ansu Fati Signed Yellow Nike Mercurial Vapor Boot,£112.49,In stock,"This superb yellow Nike Mercurial Vapor boot was personally signed by FC Barcelona and Spain star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The boot comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Ansu Fati,Ansu Fati Signed Yellow Nike Mercurial Vapor Boot In Acrylic Case,£137.49,In stock,"This superb yellow Nike Mercurial Vapor boot was personally signed by FC Barcelona and Spain star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The boot comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Ansu Fati,Ansu Fati Official UEFA Champions League Signed Yellow Nike Mercurial Vapor Boot In Acrylic Case,£162.49,In stock,"This superb yellow Nike Mercurial Vapor boot was personally signed by FC Barcelona and Spain star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The boot comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Ansu Fati,Ansu Fati Official FIFA World Cup Back Signed and Framed Spain 2020-21 Home Shirt,£799.99,In stock,"This excellent Spain home shirt was personally signed by La Roja star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Ansu Fati,Ansu Fati Official UEFA Champions League Back Signed and Framed FC Barcelona 2021-22 Home Shirt,£549.99,In stock,"This excellent FC Barcelona home shirt was personally signed by Blaugrana star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Ansu Fati,UNSIGNED Ansu Fati Photo In Black Wooden Frame: FC Barcelona Celebration with Lionel Messi,£49.99,In stock,This unsigned photo shows the iconic Ansu Fati playing for FC Barcelona. Please note that this product is not signed.,Approximate size: 570mm (H) x 470mm (W) x 30mm (D),Dispatch time: Usually dispatched within 3-4 working days
Ansu Fati,Ansu Fati Official UEFA EURO 2024 Signed and Framed Spain Home Shirt,£399.99,In stock,"This excellent Spain home shirt was personally signed by La Roja star Ansu Fati during a private signing session organised and conducted by Icons.com in Barcelona on September 16th, 2021. The shirt comes with an official UEFA EURO 2024 Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 865mm (H) x 622mm (W) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Radamel Falcao,Radamel Falcao Back Signed 2017-18 FC Porto Home Shirt,£124.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Front Signed 2014-15 AS Monaco Home Shirt,£99.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Back Signed Galatasaray 2020-21 Home Shirt,£112.49,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Back Signed 2012-13 Atletico Madrid Home Shirt In Classic Frame,£349.99,Out of stock,"This superb Atletico Madrid home shirt was personally signed by former Atleti forward Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Radamel Falcao,Radamel Falcao Back Signed 2012-13 Atletico Madrid Home Shirt In Hero Frame: Option 1,£399.99,Out of stock,"This superb Atletico Madrid home shirt was personally signed by former Atleti forward Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Radamel Falcao,Radamel Falcao Official UEFA Europa League Back Signed 2012-13 Atletico Madrid Home Shirt,£279.99,Out of stock,"This superb Atletico Madrid home shirt was personally signed by former Atleti forward Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Europa League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Back Signed 2017-18 FC Porto Home Shirt In Classic Frame,£424.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Back Signed 2017-18 FC Porto Home Shirt In Hero Frame: Option 1,£449.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Back Signed 2017-18 FC Porto Home Shirt,£279.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Official UEFA Champions League Back Signed and Framed 2017-18 FC Porto Home Shirt,£549.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Back Signed and Hero Framed 2017-18 FC Porto Home Shirt,£599.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Europa League Back Signed 2017-18 FC Porto Home Shirt,£279.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Europa League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Front Signed 2013-14 AS Monaco Home Shirt In Classic Frame,£314.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Front Signed 2013-14 AS Monaco Home Shirt,£213.49,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Official UEFA Champions League Front Signed and Framed 2013-14 AS Monaco Home Shirt,£332.49,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Front Signed and Hero Framed 2013-14 AS Monaco Home Shirt,£367.49,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Europa League Front Signed 2013-14 AS Monaco Home Shirt,£227.49,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Europa League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Front Signed 2014-15 AS Monaco Home Shirt In Classic Frame,£449.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Front Signed 2014-15 AS Monaco Home Shirt In Hero Frame: Option 1,£474.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Front Signed 2014-15 AS Monaco Home Shirt,£304.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Official UEFA Champions League Front Signed and Framed 2014-15 AS Monaco Home Shirt,£474.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Front Signed and Hero Framed 2014-15 AS Monaco Home Shirt,£524.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Europa League Front Signed 2014-15 AS Monaco Home Shirt,£304.99,Out of stock,"This superb AS Monaco home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Europa League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Back Signed Galatasaray 2020-21 Home Shirt In Classic Frame,£399.99,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Back Signed Galatasaray 2020-21 Home Shirt In Hero Frame: Option 1,£424.99,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Back Signed Galatasaray 2020-21 Home Shirt,£254.99,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Official UEFA Champions League Back Signed and Framed Galatasaray 2020-21 Home Shirt,£424.99,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Champions League Back Signed and Hero Framed Galatasaray 2020-21 Home Shirt,£474.99,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Radamel Falcao,Radamel Falcao Official UEFA Europa League Back Signed Galatasaray 2020-21 Home Shirt,£254.99,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official UEFA Europa League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Back Signed Galatasaray 2020-21 Home Shirt In Deluxe Packaging,£259.99,Out of stock,"This superb Galatasaray home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Radamel Falcao,Radamel Falcao Back Signed 2017-18 FC Porto Home Shirt In Deluxe Packaging,£284.99,Out of stock,"This superb FC Porto home shirt was personally signed by club legend Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Radamel Falcao,Radamel Falcao Back Signed 2012-13 Atletico Madrid Home Shirt In Deluxe Packaging,£284.99,Out of stock,"This superb Atletico Madrid home shirt was personally signed by former Atleti forward Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Radamel Falcao,Radamel Falcao & Luis Diaz Signed Colombia Shirts In Official FIFA World Cup Dual Frame,"£1,599.99",Out of stock,"This stunning official FIFA World Cup dual frame displays two signed Colombia shirts side by side: one signed by Radamel Falcao and the other by Luis Diaz. Every frame comes with an official FIFA World Cup Certificate of Authenticity for each shirt which serves as your proof that these two signed items are 100% genuine. A spectacular homage to two great icons, this official FIFA World Cup Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Usually dispatched within 8-10 working days
Radamel Falcao,Radamel Falcao Signed Orange and White Nike Mercurial Vapor Boot,£119.99,In stock,"This superb orange and white Nike Mercurial Vapor football boot was personally signed by former FC Porto, Ateltico Madrid, Manchester United, Chelsea and current Galatasaray and Colombia star Radamel Falcao. The boot was signed during a private signing session in Istanbul on May 10th, 2021. The boot comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Signed Colombia Photo,£99.99,In stock,"This superb photo was personally signed by Colombian national hero Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The photo comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",,
Radamel Falcao,Radamel Falcao Signed Colombia Photo In Black Wooden Frame,£149.99,In stock,"This superb photo was personally signed by Colombian national hero Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The photo comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 570mm (H) x 470mm (W) x 30mm (D),Dispatch time: Usually dispatched within 3-4 working days
Radamel Falcao,Radamel Falcao Signed Orange and White Nike Mercurial Vapor Boot In Acrylic Case,£149.99,In stock,"This superb orange and white Nike Mercurial Vapor football boot was personally signed by former FC Porto, Ateltico Madrid, Manchester United, Chelsea and current Galatasaray and Colombia star Radamel Falcao. The boot was signed during a private signing session in Istanbul on May 10th, 2021. The boot comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Radamel Falcao,Radamel Falcao Official UEFA Champions League Signed Orange and White Nike Mercurial Vapor Boot In Acrylic Case,£179.99,In stock,"This superb orange and white Nike Mercurial Vapor football boot was personally signed by former FC Porto, Ateltico Madrid, Manchester United, Chelsea and current Galatasaray star Radamel Falcao. The boot was signed during a private signing session in Istanbul on May 10th, 2021. The boot comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Radamel Falcao,Radamel Falcao Official UEFA Europa League Signed Orange and White Nike Mercurial Vapor Boot In Acrylic Case,£179.99,In stock,"This superb orange and white Nike Mercurial Vapor football boot was personally signed by former FC Porto, Ateltico Madrid, Manchester United, Chelsea and current Galatasaray star Radamel Falcao. The boot was signed during a private signing session in Istanbul on May 10th, 2021. The boot comes with an official UEFA Europa League Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine.",Approximate size: 340mm (W) x 230mm (D) x 190mm (H),Dispatch time: Usually dispatched within 3-4 working days
Radamel Falcao,Radamel Falcao Official FIFA World Cup Back Signed and Framed 2018-19 Colombia Home Shirt,£419.99,In stock,"**Please note** This shirt is not a match worn shirt.
This superb Colombia home shirt was personally signed by national hero Radamel Falcao during a private signing session in Istanbul on May 10th, 2021. The shirt, unlike regular replica shirts, would be issued to a Colombia player on a matchday. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature on the item is 100% genuine. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
